Item_id,Main_Category,Sub_Categories,Item_Code,Product_Title,Product_Description,UPC,Brand,Department,Type,Tag,List Price,Price,Inventory,Min Order Qty,Available,Large Image,Additional Images,Item Properties
201833,Circlip Set,Circlip Set,N36-EXTCIRCLIP-10MM,EXTERNAL CIRCLIP 10MM,"Prevent lateral movement of assemblies,Permit rotation of assemblies,Longer functional life",2.02E+11,,,,,2.25,2.25,100,0,YES,/20190501314/assets/items/largeimages/EXTERNAL_CIRCLIP_10MM.jpg,,"Color - Black, Hardness - 50 to 200 A, Lead_Time - 7, Material - Stainless Steel, Shape - Circular, Size - 10mm, Sys_Num_Images - 1, Sys_Product_Type - 18% GST, Temperature_handling - -25 to 140 degree C, Thickness - 1mm, Type - External, Unit_of_Measure - EA, UNSPSC - 39121702"
201834,Circlip Set,Circlip Set,N36-EXTCIRCLIP-12MM,EXTERNAL CIRCLIP 12MM,"Prevent lateral movement of assemblies,Permit rotation of assemblies,Longer functional life",2.02E+11,,,,,2.5,2.5,100,0,YES,/20190501314/assets/items/largeimages/EXTERNAL_CIRCLIP_12MM.jpg,,"Color - Black, Hardness - 50 to 200 A, Lead_Time - 7, Material - Stainless Steel, Shape - Circular, Size - 12mm, Sys_Num_Images - 1, Sys_Product_Type - 18% GST, Temperature_handling - -25 to 140 degree C, Thickness - 1mm, Type - External, Unit_of_Measure - EA, UNSPSC - 39121702"
201835,Circlip Set,Circlip Set,N36-EXTCIRCLIP-14MM,EXTERNAL CIRCLIP 14MM,"Prevent lateral movement of assemblies,Permit rotation of assemblies,Longer functional life",2.02E+11,,,,,3.5,3.5,100,0,YES,/20190501314/assets/items/largeimages/EXTERNAL_CIRCLIP_14MM.jpg,,"Color - Black, Hardness - 50 to 200 A, Lead_Time - 7, Material - Stainless Steel, Shape - Circular, Size - 14mm, Sys_Num_Images - 1, Sys_Product_Type - 18% GST, Temperature_handling - -25 to 140 degree C, Thickness - 1mm, Type - External, Unit_of_Measure - EA, UNSPSC - 39121702"
201836,Circlip Set,Circlip Set,N36-EXTCIRCLIP-16MM,EXTERNAL CIRCLIP 16MM,"Prevent lateral movement of assemblies,Permit rotation of assemblies,Longer functional life",2.02E+11,,,,,4,4,100,0,YES,/20190501314/assets/items/largeimages/EXTERNAL_CIRCLIP_16MM.jpg,,"Color - Black, Hardness - 50 to 200 A, Lead_Time - 7, Material - Stainless Steel, Shape - Circular, Size - 16mm, Sys_Num_Images - 1, Sys_Product_Type - 18% GST, Temperature_handling - -25 to 140 degree C, Thickness - 1mm, Type - External, Unit_of_Measure - EA, UNSPSC - 39121702"
201837,Circlip,Circlip,N40EG-014-0088,CIRCLIP   M12 A,CIRCLIP   M12 A,2.02E+11,,,,,1,1,100,100,YES,/20190501314/assets/items/largeimages/CIRCLIP_M12_A_.jpg,,"Color - Black, Hardness - 50 to 200 A, Lead_Time - 7, Material - Stainless Steel, Shape - Circular, Size - M12, Sys_Num_Images - 1, Sys_Product_Type - 18% GST, Temperature_handling - -25 to 140 degree C, Thickness - 1mm, Unit_of_Measure - EA, UNSPSC - 39121702"
201838,Circlip Pliers,Circlip Pliers,N40EG-012-0343,"INTERNAL CIRCLIP PLIER, STRAIGHT NOSE, SIZE-5&quot;","Compact design,Easy usage,Lightweight,Strong construction,Durability,High performance,Comfortable gripMaterial: high carbon steel,Handle: double plastic,anti-skid,Surface: antirust blackening,Designed for holes",2.02E+11,Stanley,,,,248,248,100,1,YES,/20190501314/assets/items/largeimages/INTERNAL_CIRCLIP_PLIER_STRAIGHT_NOSE_SIZE-5.jpg,,"Capacity - 8 to 25 mm, Lead_Time - 7, Size - 5"", Sys_Num_Images - 1, Sys_Product_Type - 18% GST, Tip_Type - Straight Internal, Type_of_Product - Circlip Plier, Unit_of_Measure - EA, UNSPSC - 27112115"
201839,Circlip Pliers,Circlip Pliers,N40EG-012-0336,"INTERNAL CIRCLIP PLIER, STRAIGHT NOSE,SIZE-7&quot;","Compact design,Easy usage,Lightweight,Strong construction,Durability,High performance,Comfortable gripMaterial: high carbon steel,Handle: double plastic,anti-skid,Surface: antirust blackening,Designed for holes",2.02E+11,Stanley,,,,337,337,100,1,YES,/20190501314/assets/items/largeimages/INTERNAL_CIRCLIP_PLIER_STRAIGHT_NOSESIZE-7.jpg,,"Capacity - 8 to 25 mm, Lead_Time - 7, Size - 7"", Sys_Num_Images - 1, Sys_Product_Type - 18% GST, Tip_Type - Straight Internal, Type_of_Product - Circlip Plier, Unit_of_Measure - EA, UNSPSC - 27112115"
201840,Circlip Pliers,Circlip Pliers,N40EM-016-0052,"INTERNAL CIRCLIP PLIER, STRAIGHT NOSE,SIZE-9&quot;","Compact design,Easy usage,Lightweight,Strong construction,Durability,High performance,Comfortable gripMaterial: high carbon steel,Handle: double plastic,anti-skid,Surface: antirust blackening,Designed for holes",2.02E+11,Stanley,,,,391,391,100,1,YES,/20190501314/assets/items/largeimages/INTERNAL_CIRCLIP_PLIER_STRAIGHT_NOSESIZE-9.jpg,,"Capacity - 8 to 25 mm, Lead_Time - 7, Size - 9"", Sys_Num_Images - 1, Sys_Product_Type - 18% GST, Tip_Type - Straight Internal, Type_of_Product - Circlip Plier, Unit_of_Measure - EA, UNSPSC - 27112115"
201841,Circlip Pliers,Circlip Pliers,N31EG-012-0130,"EXTERNAL CIRCLIP PLIER, STRAIGHT NOSE,SIZE-5&quot;","Compact design,Easy usage,Lightweight,Strong construction,Durability,High performance,Comfortable gripMaterial: high carbon steel,Handle: double plastic,anti-skid,Surface: antirust blackening,Designed for holes",2.02E+11,Stanley,,,,234,234,100,1,YES,/20190501314/assets/items/largeimages/EXTERNAL_CIRCLIP_PLIER_STRAIGHT_NOSESIZE-5.jpg,,"Capacity - 8 to 25 mm, Lead_Time - 7, Size - 5"", Sys_Num_Images - 1, Sys_Product_Type - 18% GST, Tip_Type - Straight External, Type_of_Product - Circlip Plier, Unit_of_Measure - EA, UNSPSC - 27112115"
201842,Circlip Pliers,Circlip Pliers,N31EG-012-0273,"EXTERNAL CIRCLIP PLIER, STRAIGHT NOSE, SIZE-7&quot;","Compact design,Easy usage,Lightweight,Strong construction,Durability,High performance,Comfortable gripMaterial: high carbon steel,Handle: double plastic,anti-skid,Surface: antirust blackening,Designed for holes",2.02E+11,Stanley,,,,310,310,100,1,YES,/20190501314/assets/items/largeimages/EXTERNAL_CIRCLIP_PLIER_STRAIGHT_NOSE_SIZE-7.jpg,,"Capacity - 8 to 25 mm, Lead_Time - 7, Size - 7"", Sys_Num_Images - 1, Sys_Product_Type - 18% GST, Tip_Type - Straight External, Type_of_Product - Circlip Plier, Unit_of_Measure - EA, UNSPSC - 27112115"
201843,Circlip Pliers,Circlip Pliers,N40EG-001-0147,"EXTERNAL CIRCLIP PLIER, STRAIGHT NOSE, SIZE-9&quot;","<div><p>Compact design,Easy usage,Lightweight,Strong construction,Durability,High performance,Comfortable gripMaterial: high carbon steel,Handle: double plastic,anti-skid,Surface: antirust blackening,Designed for holes</p></div>",2.02E+11,Stanley,,,,790,790,100,5,YES,/20190501314/assets/items/largeimages/EXTERNAL_CIRCLIP_PLIER_STRAIGHT_NOSE_SIZE-9.jpg,,"Capacity - 8 to 25 mm, Lead_Time - 7, Size - 9"", Sys_Num_Images - 1, Sys_Product_Type - 18% GST, Tip_Type - Straight External, Type_of_Product - Circlip Plier, Unit_of_Measure - EA, UNSPSC - 27112115"
201844,Circlip Pliers,Circlip Pliers,N40EM-016-0300,"INTERNAL CIRCLIP PLIER, BENT NOSE, SIZE-5&quot;","Compact design,Easy usage,Lightweight,Strong construction,Durability,High performance,Comfortable gripMaterial: high carbon steel,Handle: double plastic,anti-skid,Surface: antirust blackening,Designed for holes",2.02E+11,Stanley,,,,234,234,100,1,YES,/20190501314/assets/items/largeimages/INTERNAL_CIRCLIP_PLIER_BENT_NOSE_SIZE-5.jpg,,"Capacity - 8 to 25 mm, Lead_Time - 7, Size - 5"", Sys_Num_Images - 1, Sys_Product_Type - 18% GST, Tip_Type - Bent Internal, Type_of_Product - Circlip Plier, Unit_of_Measure - EA, UNSPSC - 27112115"
201845,Circlip Pliers,Circlip Pliers,N40EM-016-0275,"INTERNAL CIRCLIP PLIER, BENT NOSE, SIZE-7&quot;","Compact design,Easy usage,Lightweight,Strong construction,Durability,High performance,Comfortable gripMaterial: high carbon steel,Handle: double plastic,anti-skid,Surface: antirust blackening,Designed for holes",2.02E+11,Stanley,,,,313,313,100,1,YES,/20190501314/assets/items/largeimages/INTERNAL_CIRCLIP_PLIER_BENT_NOSE_SIZE-7.jpg,,"Capacity - 8 to 25 mm, Lead_Time - 7, Size - 7"", Sys_Num_Images - 1, Sys_Product_Type - 18% GST, Tip_Type - Bent Internal, Type_of_Product - Circlip Plier, Unit_of_Measure - EA, UNSPSC - 27112115"
201846,Circlip Pliers,Circlip Pliers,N40EG-001-0138,"INTERNAL CIRCLIP PLIER, BENT NOSE, SIZE-9&quot;","Compact design,Easy usage,Lightweight,Strong construction,Durability,High performance,Comfortable gripMaterial: high carbon steel,Handle: double plastic,anti-skid,Surface: antirust blackening,Designed for holes",2.02E+11,Stanley,,,,388,388,100,1,YES,/20190501314/assets/items/largeimages/INTERNAL_CIRCLIP_PLIER_BENT_NOSE_SIZE-9.jpg,,"Capacity - 8 to 25 mm, Lead_Time - 7, Size - 9"", Sys_Num_Images - 1, Sys_Product_Type - 18% GST, Tip_Type - Bent Internal, Type_of_Product - Circlip Plier, Unit_of_Measure - EA, UNSPSC - 27112115"
201847,Circlip Pliers,Circlip Pliers,N40EG-012-0489,"EXTERNAL CIRCLIP PLIER, BENT NOSE, MAKE- STANLEY, SIZE-5&quot;","Compact design,Easy usage,Lightweight,Strong construction,Durability,High performance,Comfortable gripMaterial: high carbon steel,Handle: double plastic,anti-skid,Surface: antirust blackening,Designed for holes",2.02E+11,Stanley,,,,234,234,100,1,YES,/20190501314/assets/items/largeimages/EXTERNAL_CIRCLIP_PLIER_BENT_NOSE_MAKE-_STANLEY_SIZE-5.jpeg,,"Capacity - 8 to 25 mm, Lead_Time - 7, Size - 5"", Sys_Num_Images - 1, Sys_Product_Type - 18% GST, Tip_Type - Bent External, Type_of_Product - Circlip Plier, Unit_of_Measure - EA, UNSPSC - 27112115"
201848,Circlip Pliers,Circlip Pliers,N40EG-014-0087,"EXTERNAL CIRCLIP PLIER, BENT NOSE, MAKE- STANLEY, SIZE-7&quot;","Compact design,Easy usage,Lightweight,Strong construction,Durability,High performance,Comfortable gripMaterial: high carbon steel,Handle: double plastic,anti-skid,Surface: antirust blackening,Designed for holes",2.02E+11,Stanley,,,,310,310,100,1,YES,/20190501314/assets/items/largeimages/EXTERNAL_CIRCLIP_PLIER_BENT_NOSE_MAKE-_STANLEY_SIZE-7.jpeg,,"Capacity - 8 to 25 mm, Lead_Time - 7, Size - 7"", Sys_Num_Images - 1, Sys_Product_Type - 18% GST, Tip_Type - Bent External, Type_of_Product - Circlip Plier, Unit_of_Measure - EA, UNSPSC - 27112115"
201849,Circlip Pliers,Circlip Pliers,N40EG-001-0160,"EXTERNAL CIRCLIP PLIER, BENT NOSE, MAKE- STANLEY, SIZE-9&quot;","Compact design,Easy usage,Lightweight,Strong construction,Durability,High performance,Comfortable gripMaterial: high carbon steel,Handle: double plastic,anti-skid,Surface: antirust blackening,Designed for holes",2.02E+11,Stanley,,,,388,388,100,1,YES,/20190501314/assets/items/largeimages/EXTERNAL_CIRCLIP_PLIER_BENT_NOSE_MAKE-_STANLEY_SIZE-9.jpeg,,"Capacity - 8 to 25 mm, Lead_Time - 7, Size - 9"", Sys_Num_Images - 1, Sys_Product_Type - 18% GST, Tip_Type - Bent External, Type_of_Product - Circlip Plier, Unit_of_Measure - EA, UNSPSC - 27112115"
201850,Nose Pliers,Nose Pliers,N31EG-012-0039,"EXTRA LONG NOSE PLIER,MAGADH","<div>
<p>Long, flat jaws and serrated gripping surfaces,Special hardened and tempered steel, chrome-plated</p>
</div>",2.02E+11,Magadh,,,,210,210,100,1,YES,/20190501314/assets/items/largeimages/EXTRA_LONG_NOSE_PLIERMAGADH.jpg,,"Finish -  Glaze, Lead_Time - 7, Size - 8"", Sys_Num_Images - 1, Sys_Product_Type - 18% GST, Tip_Type - EXTRA LONG NOSE, Type_of_Product -  Round Nose Plier, Unit_of_Measure - EA, UNSPSC - 27112134"
201851,Crimping Tool,Crimping Tool,N31EG-004-043,CRIMPING TOOL SAMRAT-16,CRIMPING TOOL SAMRAT-16,2.02E+11,Jainson,,,,625,625,100,1,YES,/20190501314/assets/items/largeimages/CRIMPING_TOOL_SAMRAT-16.jpg,,"Capacity - 0.5-16 mm², Lead_Time - 7, Model - Samrat 16, Sys_Num_Images - 1, Sys_Product_Type - 18% GST, Unit_of_Measure - EA, UNSPSC - 27112820, Weight - 672 g"
201852,Crimping Tool,Crimping Tool,N31EG-004-006,CRIMPING TOOL VIRAT-6,<div><p>Jainson Virat 6 is a Compression tool. Crimping tool is a device used to conjoin two pieces of metal by deforming one or both of them in a way that causes them to hold each other. Plier type. Hand Operated. Used mainly for End Sealing Ferrules. Body Material: Iron Suitable For: Suitable wire type is Lux Crimpling. Size: 200 x 100 x 20 mm</p></div>,2.02E+11,Jainson,,,,475,475,100,1,YES,/20190501314/assets/items/largeimages/CRIMPING_TOOL_VIRAT-6.jpg,,"Capacity - 0.5-16 mm², Lead_Time - 7, Model - Virat 6, Sys_Num_Images - 1, Sys_Product_Type - 18% GST, Unit_of_Measure - EA, UNSPSC - 27112820, Weight - 350 g"
201853,Crimping Tool,Crimping Tool,N31EG-004-014,CRIMPING TOOL 9040510000,CRIMPING TOOL 9040510000,2.02E+11,WEIDMULLER,,,,13200,13200,100,1,YES,/20190501314/assets/items/largeimages/CRIMPING_TOOL_9040510000.jpg,,"Compression_shape - Oval pressing, Cross_section - 2.5 mm², Lead_Time - 7, Sys_Num_Images - 1, Tool_Type - Hand Crimper, Unit_of_Measure - EA, UNSPSC - 27112820, With_locking_device_(for_mechanical_tools) - yes"
201854,Crimping Tool,Crimping Tool,N31EG-004-047,CRIMPING TOOL YYT-11,CRIMPING TOOL YYT-11,2.02E+11,,,,,1800,1800,100,1,YES,/20190501314/assets/items/largeimages/CRIMPING_TOOL_YYT-11.jpg,,"Crimping_Capacity - 0.5 to 6 sq.mm, Model - YYT-11, No._of_Crimping_Position - 3, Sys_Num_Images - 1, Sys_Product_Type - 18% GST, UNSPSC - 27112820, Unit_of_Measure - EA"
201855,Wire Stripper & Cutter,Wire Stripper & Cutter,N31EG-005-008,"WIRE STRIPPER & CUTTER,  MODEL-950 (PYE)","PYE Wire stripper & cutter is made out of carbon steel and  the machined with its edges being hardened and tempered.

The sleeves are mede out of poly-Vinyl Chloride (PVC) ensuring proper insulation.

It has a spring-loaded lock for locking purpose when not in use and for opening adjustment while using during production jobs.",2.02E+11,PYE,,,,39,39,1.00E+11,10,YES,/20190501314/assets/items/largeimages/WIRE_STRIPPER_CUTTER_MODEL-950_PYE.jpg,,"Body_Material  - Metal, Lead_Time - 7, Length - 130 mm, Material - Chromium Steel, Product_No - PYE-950, Sys_Num_Images - 1, Sys_Product_Type - 18% GST, Unit_of_Measure - EA, UNSPSC - 27112819, Weight  -  70 g"
201857,Crimpin Die,Crimpin Die,N31EG-004-036,CRIMP PROFILE DIE NO. 97 49 15 TO BE USED ON PLIER 97 43 200,CRIMP PROFILE DIE NO. 97 49 15 TO BE USED ON PLIER 97 43 200,2.02E+11,KNIPEX,,,,16500,16500,100,1,YES,/20190501314/assets/items/largeimages/CRIMP_PROFILE_DIE_NO._97_49_15_TO_BE_USED_ON_PLIER_97_43_200.jpg,,"Crimp_die_set_for_system_tool -  KNIPEX 97 43 200, Lead_Time - 7, Net_Weight - 56 g, Number_of_crimping_positions - 2  1, Sys_Num_Images - 1, Sys_Product_Type - 18% GST, Unit_of_Measure - EA, UNSPSC - 27112820, Wide - 6.3 mm"
201858,Insulation  Stripper,Insulation  Stripper,N31EG-005-017,WIRE Insulation  STRIPPER (1221180),"<div><p>With replaceable blades for 4 or 6 different conductor cross-sections Leave wire undamaged thanks to precision-ground blade shapes, even multi-stranded conductors are stripped gently During stripping, the wire is held firmly by clamping jaws With length stop for constant stripping length during repetitive work A spring leads the stripper back to the starting position Pliers body: aluminium Blade: special tool steel, oil-hardened</p></div>",2.02E+11,KNIPEX,,,,6500,6500,100,1,YES,/20190501314/assets/items/largeimages/WIRE_Insulation_STRIPPER_1221180.jpg,,"AWG - 20-19/ 17/15/ 13/11/ 10, Handles - with multi-component grips, Lead_Time - 7, Length - 180 mm, Net_Weight - 366 g, Stripping_capacities_in_square_millimetres - 0.5-0.75 / 1.0 / 1.5 / 2.5 / 4.0 / 6.0 mm², Sys_Num_Images - 1, Sys_Product_Type - 18% GST, Tool - Black Lacquered, Unit_of_Measure - EA, UNSPSC - 271115"
201861,Cable Tie Gun Blade Kit,Cable Tie Gun Blade Kit,N31EG-005-033,CABLE TIE GUN (GS2B) BLADE KIT,"Just one tool for almost 1000 crimping applications
Almost parallel crimping die movement
Repetitive, high crimping quality due to precision dies and integral lock (self-releasing mechanism)
Crimping pressure has been set precisely (calibrated) in the factory, re-adjustable
Optimum transmission of force due to lever action for fatigue-reduced operation
Ergonomically designed handles
Different locators for precise positioning of the connectors
Crimping dies for applications not covered in the range offered here, may be available on request
Chrome vanadium electric steel in special quality, oil-hardened
Model 97 43 200 :
Comes in a plastic case; foam insert with recesses for crimping dies and locators; with service tool (Allen key), screws and nuts",2.02E+11,PANDUIT,,,,2200,2200,100,1,YES,/20190501314/assets/items/largeimages/CABLE_TIE_GUN_GS2B_BLADE_KIT.jpg,,"Contents - Threadlocker, screws, and replacement blade., Lead_Time - 7, Sys_Num_Images - 1, Sys_Product_Type - 18% GST, Unit_of_Measure - EA, UNSPSC - 27111511"
201862,Sleeve Cutter,Sleeve Cutter,N31EG-005-018,SLEEVE CUTTER CC-08  (200MM),Drop forged and differentially hardened and tempered. Cutting edges are sharp and precision machined to appropriate angle to cut the cables with ease.Higher hardness of 55 to 60 HRC on the cutting edges enables long cutting edge life. Dip coated sleeves provide cushioning grip.,2.02E+11,Taparia,,Cutting Tools,,268,268,100,1,YES,/20190501314/assets/items/largeimages/SLEEVE_CUTTER_CC-08_200MM.jpg,,"Lead_Time - 7, Model - CC 08, Product_Type - Cable Cutters, Size - 210 mm, Sys_Num_Images - 1, Sys_Product_Type - 18% GST, Unit_of_Measure - EA, UNSPSC - 27112806"
201863,Lugs,Lugs,N39-COPPERLUG16,COPPER LUG 16SQMM,"Long lasting
International standard
Best grade materials",2.02E+11,,,,,9,9,99,0,YES,/20190501314/assets/items/largeimages/COPPER_LUG_16SQMM1.jpg,,"Lead_Time - 7, Material - Copper, Size - 16.0 Sq mm, Sys_Num_Images - 2, Sys_Product_Type - 18% GST, Unit_of_Measure - EA, UNSPSC - 27112820"
201864,Lugs,Lugs,N39-COPPERLUG35,COPPER LUG 35SQMM,"Long lasting
International standard
Best grade materials",2.02E+11,,,,,15,15,100,0,YES,/20190501314/assets/items/largeimages/COPPER_LUG_35SQMM1.jpg,,"Lead_Time - 7, Material - Copper, Size - 35 Sq mm, Sys_Num_Images - 2, Sys_Product_Type - 18% GST, Unit_of_Measure - EA, UNSPSC - 27112820"
201865,Lugs,Lugs,N39-COPPERLUG70,COPPER LUG 70SQMM,"Long lasting
International standard
Best grade materials",2.02E+11,,,,,34,34,100,0,YES,/20190501314/assets/items/largeimages/COPPER_LUG_70SQMM1.jpg,,"Lead_Time - 7, Material - Copper, Size - 70 Sq mm, Sys_Num_Images - 2, Sys_Product_Type - 18% GST, Unit_of_Measure - EA, UNSPSC - 27112820"
201866,Lugs,Lugs,N39-COPPERLUG95,COPPER LUG 95SQMM,"Long lasting
International standard
Best grade materials",2.02E+11,,,,,42,42,100,0,YES,/20190501314/assets/items/largeimages/COPPER_LUG_95SQMM1.jpg,,"Lead_Time - 7, Material - Copper, Size - 95 Sq mm, Sys_Num_Images - 2, Sys_Product_Type - 18% GST, Unit_of_Measure - EA, UNSPSC - 27112820"
201867,Lugs,Lugs,N39-COPPERLUG120,COPPER LUG 120SQMM,"Long lasting
International standard
Best grade materials",2.02E+11,,,,,85,85,100,0,YES,/20190501314/assets/items/largeimages/COPPER_LUG_120SQMM1.jpg,,"Lead_Time - 7, Material - Copper, Size - 120 Sq mm, Sys_Num_Images - 2, Sys_Product_Type - 18% GST, Unit_of_Measure - EA, UNSPSC - 27112820"
201868,Lugs,Lugs,N39-COPPERLUG240,COPPER LUG 240SQMM,"Long lasting
International standard
Best grade materials",2.02E+11,,,,,170,170,100,0,YES,/20190501314/assets/items/largeimages/COPPER_LUG_240SQMM1.jpg,,"Lead_Time - 7, Material - Copper, Size - 240 Sq mm, Sys_Num_Images - 2, Sys_Product_Type - 18% GST, Unit_of_Measure - EA, UNSPSC - 27112820"
201869,Lugs,Lugs,N39-COPPERLUG400,COPPER LUG 400SQMM,"Long lasting
International standard
Best grade materials",2.02E+11,,,,,310,310,100,0,YES,/20190501314/assets/items/largeimages/COPPER_LUG_400SQMM1.jpg,,"Lead_Time - 7, Material - Copper, Size - 400 Sq mm, Sys_Num_Images - 2, Sys_Product_Type - 18% GST, Unit_of_Measure - EA, UNSPSC - 27112820"
201870,Jib Crane Pendent Cable,Jib Crane Pendent Cable,N37EM-043-0098,1.5SQMM X 6 CORE JIB CRANE PENDENT CABLE (WITH INBUILT WIRE ROPE),1.5SQMM X 6 CORE JIB CRANE PENDENT CABLE (WITH INBUILT WIRE ROPE),2.02E+11,,,,,520,520,100,0,YES,/20190501314/assets/items/largeimages/1.5SQMM_X_6_CORE_JIB_CRANE_PENDENT_CABLE_WITH_INBUILT_WIRE_ROPE.jpg,,"Lead_Time - 7, Sys_Num_Images - 1, Sys_Product_Type - 18% GST, Unit_of_Measure - MTR, UNSPSC - 26121517"
201871,Mallet,Mallet,N31EG-012-0027,PU MALLET SM-0,"<div><p>Protects workmen from injuries,Low noise level makes for a more conducive work environment,Special mallet head design for greater impact without renounces,Dent free &amp; scratch free working protects work piece,No spark due to Polyurethane covering,Longer life span,cost-effective</p></div>",2.02E+11,Speciality Urethanes,,,,350,350,100,1,YES,/20190501314/assets/items/largeimages/PU_MALLET_SM-0.jpg,,"Lead_Time - 7, Material - POLYURETHANE (PU), Model - SM0 , Sys_Num_Images - 1, Sys_Product_Type - 18% GST, Unit_of_Measure - EA, UNSPSC - 27111610,  Dia - 25 mm"
201872,Mallet,Mallet,N31EG-012-0028,PU MALLET SM-1,"<div><p>Protects workmen from injuries,Low noise level makes for a more conducive work environment,Special mallet head design for greater impact without renounces,Dent free &amp; scratch free working protects work piece,No spark due to Polyurethane covering,Longer life span,cost-effective</p></div>",2.02E+11,Speciality Urethanes,,,,499,499,100,1,YES,/20190501314/assets/items/largeimages/PU_MALLET_SM-1.jpg,,"Lead_Time - 7, Material - POLYURETHANE (PU), Model - SM1, Sys_Num_Images - 1, Sys_Product_Type - 18% GST, Unit_of_Measure - EA, UNSPSC - 27111610,  Dia - 37 mm"
201873,Mallet,Mallet,N31EG-012-0029,PU MALLET SM-2,"<div>
<p>Protects workmen from injuries,Low noise level makes for a more conducive work environment,Special mallet head design for greater impact without renounces,Dent free &amp; scratch free working protects work piece,No spark due to Polyurethane covering,Longer life span,cost-effective</p>
</div>",2.02E+11,Speciality Urethanes,,,,810,810,99,1,YES,/20190501314/assets/items/largeimages/PU_MALLET_SM-2.jpg,,"Lead_Time - 7, Material - POLYURETHANE (PU), Model - SM2, Sys_Num_Images - 1, Sys_Product_Type - 18% GST, Unit_of_Measure - EA, UNSPSC - 27111610,  Dia - 50 mm, Sys_Discount_Group - Not Discounted"
201874,Scraper,Scraper,N35EM-023-0042,COMFORT GRIP SCRAPER 3INCH,"Excellent Grip , Safe for Rough Use.",2.02E+11,,,,,260,260,100,1,YES,/20190501314/assets/items/largeimages/COMFORT_GRIP_SCRAPER_3INCH.jpg,,"Blade_size - 1 inch, 1.5 inch, 2 inch, 2.5 inch, 3 inch, 4 inch, 5 inch, Lead_Time - 7, Material - Stainless steel, Sys_Num_Images - 1, Sys_Product_Type - 18% GST, Unit_of_Measure - EA, UNSPSC - 23153025"
201875,Chisels,Chisels,N31EG-012-0219,FLAT CHISEL (8INCH),"Easy to handle and safe, Reliable, Strong having composition of Alloy Steel",2.02E+11,,,,,115,115,100,2,YES,/20190501314/assets/items/largeimages/FLAT_CHISEL_8INCH.jpg,,"Chisel_Dia - 1/2 Inch, Lead_Time - 7, Length -  200 mm, Material - High Carbon Steel, Sys_Num_Images - 1, Unit_of_Measure - EA, UNSPSC - 27111729"
201876,Chisels,Chisels,N31-KENNEDYCHISEL9,CHISEL 9 INCH WITH BI-MATERIAL HAND GUARD,"<div>
<p>CHISEL 9"" WITH BI-MATERIAL HAND GUARD</p>
</div>",2.02E+11,Kennedy,,,,686,686,100,1,YES,/20190501314/assets/items/largeimages/CHISEL_9_WITH_BI-MATERIAL_HAND_GUARD.jpg,,"Cutting_Edge_Width - 30 mm, Features - Rubber Grip, Finish - Bright Blue Paint Finish, Lead_Time - 7, Length - 250 mm, Material - high grade steel, Sys_Num_Images - 1, Sys_Product_Type - 18% GST, Unit_of_Measure - EA, UNSPSC - 27111906, Sys_Discount_Group - Not Discounted"
201877,Chisels,Chisels,N31-KENNEDYCHISEL12,CHISEL 12 INCH WITH BI-MATERIAL HAND GUARD,"<div><p>CHISEL 12"" WITH BI-MATERIAL HAND GUARD</p></div>",2.02E+11,Kennedy,,,,833,833,100,1,YES,/20190501314/assets/items/largeimages/CHISEL_12_WITH_BI-MATERIAL_HAND_GUARD.jpg,,"Cutting_Edge_Width - 30 mm, Features - Rubber Grip, Finish - Bright Blue Paint Finish, Lead_Time - 7, Length - 300 mm, Material - high grade steel, Sys_Num_Images - 1, Sys_Product_Type - 18% GST, Unit_of_Measure - EA, UNSPSC - 27111906, Sys_Discount_Group - Not Discounted"
201878,File,File,N31EG-012-0397,FILE FLAT 10 INCH SMOOTH (JK MAKE),"<div><p>They are double cut files enabling faster stock removal. These files are designed for use on thick workpieces. Flat Machinist files are used for machinist, mill wrights and general purpose filing for stock removal. It is generally used in workshops, maintenance shops and for all general purposes and for DIY segment</p></div>",2.02E+11,JK Files,,,,320,320,100,1,YES,/20190501314/assets/items/largeimages/FILE_FLAT_10_SMOOTH_JK_MAKE.jpg,,"Lead_Time - 7, Material - Steel, Shape - Flat, Size - 10  Inch, Sys_Num_Images - 1, Sys_Product_Type - 18% GST, Type_of_Cut - Smooth, Unit_of_Measure - EA, UNSPSC - 27111902, Sys_Discount_Group - Not Discounted"
201879,File,File,N31EG-012-0626,FILE FLAT 6 INCH SMOOTH (JK MAKE),"<div><p>They are double cut files enabling faster stock removal. These files are designed for use on thick workpieces. Flat Machinist files are used for machinist, mill wrights and general purpose filing for stock removal. It is generally used in workshops, maintenance shops and for all general purposes and for DIY segment</p></div>",2.02E+11,JK Files,,,,235,235,100,1,YES,/20190501314/assets/items/largeimages/FILE_FLAT_6_SMOOTH_JK_MAKE.jpg,,"Lead_Time - 7, Material - Steel, Shape - Flat, Size - 6  Inch, Sys_Num_Images - 1, Sys_Product_Type - 18% GST, Type_of_Cut - Smooth, Unit_of_Measure - EA, UNSPSC - 27111902, Sys_Discount_Group - Not Discounted"
